State,Program,College/University,Years Post Grad,Cohort,Average Earnings($)
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-AUSTIN,5,2001,45294
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2004,45271
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2007,45268
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2001,45261
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS-EL PASO,5,2007,45256
CO,MECHANICAL ENGINEERING RELATED TECHNOLOGIES/TECHNICIANS,COLORADO STATE UNIVERSITY-PUEBLO,5,2007,45243
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,5,2004,45238
CO,"EAST ASIAN LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,5,2001,45231
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,45227
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,2001,45220
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,45212
TX,HISTORY,UNIVERSITY OF TEXAS - BROWNSVILLE,10,2001,45202
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF NORTHERN COLORADO,5,2001,45200
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,5,2001,45200
CO,ENVIRONMENTAL DESIGN,UNIVERSITY OF COLORADO-BOULDER,5,2007,45196
TX,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF TEXAS-AUSTIN,1,2013,45163
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2004,45159
CO,"REGISTERED NURSING, NURSING ADMINISTRATION, NURSING RESEARCH AND CLINICAL NURSING",UNIVERSITY OF COLORADO DENVER,1,2010,45151
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-AUSTIN,5,2007,45143
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2007,45143
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,5,2001,45141
CO,DESIGN AND APPLIED ARTS,COLORADO STATE UNIVERSITY,10,2004,45134
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,45114
CO,"BIOLOGY, GENERAL",UNIVERSITY OF NORTHERN COLORADO,5,2004,45104
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS AT TYLER,5,2007,45089
TX,MATHEMATICS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,45078
CO,PUBLIC HEALTH,UNIVERSITY OF NORTHERN COLORADO,5,2001,45050
CO,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF NORTHERN COLORADO,10,1998,45048
TX,MARKETING,UNIVERSITY OF TEXAS AT TYLER,1,2013,45039
TX,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF TEXAS AT TYLER,5,2007,45039
TX,HISTORY,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,45029
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,45011
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,5,2001,45009
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2001,45006
CO,"PSYCHOLOGY, GENERAL",FORT LEWIS COLLEGE,10,2004,44988
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,44981
CO,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",COLORADO MESA UNIVERSITY,10,2004,44974
CO,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,44971
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF COLORADO-BOULDER,5,2004,44959
CO,AREA STUDIES,UNIVERSITY OF COLORADO-BOULDER,5,1998,44955
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,44952
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,10,2001,44951
TX,HISTORY,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,44947
TX,CHEMISTRY,UNIVERSITY OF TEXAS-AUSTIN,1,2010,44942
CO,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2001,44937
CO,FINE AND STUDIO ARTS,WESTERN STATE COLORADO UNIVERSITY,10,2004,44934
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,10,2001,44933
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF NORTHERN COLORADO,5,1998,44930
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-AUSTIN,1,2010,44930
CO,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",COLORADO STATE UNIVERSITY,10,2001,44929
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,FORT LEWIS COLLEGE,10,2001,44924
TX,"BIOLOGY, GENERAL",UNIVERSITY OF TEXAS AT TYLER,1,2013,44920
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2001,44916
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-AUSTIN,1,2004,44908
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF NORTHERN COLORADO,10,2001,44906
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY,5,1998,44899
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,44899
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,44898
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,44896
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY-PUEBLO,10,2001,44894
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-EL PASO,1,2004,44890
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS AT DALLAS,1,2001,44880
TX,MARKETING,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,44877
TX,MANAGEMENT SCIENCES AND QUANTITATIVE METHODS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,44872
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,5,1998,44871
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT TYLER,10,2001,44868
TX,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,44849
CO,SOCIOLOGY,ADAMS STATE COLLEGE,5,1998,44849
TX,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,44845
CO,"BUSINESS/COMMERCE, GENERAL",FORT LEWIS COLLEGE,5,2001,44844
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF COLORADO DENVER,5,2007,44822
TX,MARKETING,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,44821
TX,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF TEXAS AT DALLAS,1,2007,44818
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,1998,44817
CO,SOCIOLOGY,COLORADO MESA UNIVERSITY,10,2004,44815
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,44810
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,5,1998,44804
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-EL PASO,5,2001,44792
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY-PUEBLO,10,1998,44790
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO MESA UNIVERSITY,5,2001,44779
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS-ARLINGTON,5,2004,44763
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,UNIVERSITY OF COLORADO DENVER,5,1998,44757
TX,MATHEMATICS,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,44752
CO,HISTORY,WESTERN STATE COLORADO UNIVERSITY,10,1998,44751
TX,PHYSICS,UNIVERSITY OF TEXAS-AUSTIN,1,2010,44751
CO,HEALTH AND PHYSICAL EDUCATION/FITNESS,COLORADO STATE UNIVERSITY,5,2004,44745
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-AUSTIN,1,2007,44734
TX,MUSIC,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,44728
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF COLORADO-BOULDER,1,2013,44728
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2004,44718
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,5,1998,44714
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,44711
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,COLORADO MESA UNIVERSITY,1,2013,44704
TX,PHILOSOPHY,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,44698
CO,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2004,44694
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,5,2001,44688
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,5,2007,44661
TX,"VISUAL AND PERFORMING ARTS, GENERAL",UNIVERSITY OF TEXAS AT DALLAS,5,2004,44658
CO,MATHEMATICS,UNIVERSITY OF NORTHERN COLORADO,5,2001,44626
TX,ECONOMICS,UNIVERSITY OF TEXAS-ARLINGTON,1,2004,44613
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,5,2004,44612
CO,HISTORY,UNIVERSITY OF COLORADO DENVER,5,2004,44600
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF NORTHERN COLORADO,1,1998,44584
TX,HEALTH PROFESSIONS AND RELATED PROGRAMS,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,44573
CO,GEOGRAPHY AND CARTOGRAPHY,UNIV OF COLORADO AT COLO SPRINGS,10,2004,44573
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - PAN AMERICAN,5,2007,44569
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,44569
TX,DRAMA/THEATRE ARTS AND STAGECRAFT,UNIVERSITY OF TEXAS-AUSTIN,1,2001,44568
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,COLORADO STATE UNIVERSITY,5,2001,44567
CO,JOURNALISM,UNIVERSITY OF NORTHERN COLORADO,5,2001,44554
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2007,44542
TX,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,44535
TX,"LINGUISTIC, COMPARATIVE, AND RELATED LANGUAGE STUDIES AND SERVICES",UNIVERSITY OF TEXAS-EL PASO,1,2004,44529
TX,MUSIC,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,44528
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY,5,2004,44480
CO,"BIOCHEMISTRY, BIOPHYSICS AND MOLECULAR BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,5,2004,44478
CO,"PSYCHOLOGY, GENERAL",COLORADO MESA UNIVERSITY,10,1998,44461
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,10,2001,44448
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2007,44448
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,1998,44431
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF COLORADO-BOULDER,5,2007,44427
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF COLORADO-BOULDER,5,2004,44417
CO,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIV OF COLORADO AT COLO SPRINGS,1,1998,44417
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,10,2001,44405
TX,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF TEXAS AT DALLAS,1,2013,44398
TX,MATHEMATICS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,44389
CO,SOCIAL WORK,COLORADO STATE UNIVERSITY,10,2001,44388
CO,"BIOLOGY, GENERAL",UNIVERSITY OF COLORADO-BOULDER,5,2001,44387
CO,SOCIOLOGY,ADAMS STATE COLLEGE,10,2001,44386
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,5,2007,44379
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2001,44372
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,COLORADO STATE UNIVERSITY,5,2004,44354
CO,"BIOLOGY, GENERAL",COLORADO STATE UNIVERSITY,5,2001,44346
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,44345
CO,FINE AND STUDIO ARTS,UNIVERSITY OF NORTHERN COLORADO,10,2001,44339
TX,COMPUTER SCIENCE,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2010,44336
CO,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF NORTHERN COLORADO,5,2007,44331
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,2004,44329
CO,GEOLOGICAL AND EARTH SCIENCES/GEOSCIENCES,UNIVERSITY OF NORTHERN COLORADO,5,2001,44320
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,5,2001,44315
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,5,2007,44304
TX,SOCIOLOGY,UNIVERSITY OF TEXAS AT TYLER,5,2007,44302
TX,HISTORY,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2001,44296
CO,"BUSINESS/COMMERCE, GENERAL",WESTERN STATE COLORADO UNIVERSITY,5,2004,44296
CO,FILM/VIDEO AND PHOTOGRAPHIC ARTS,UNIVERSITY OF COLORADO-BOULDER,5,2001,44294
CO,"BIOLOGY, GENERAL",COLORADO MESA UNIVERSITY,5,2001,44274
CO,HOSPITALITY ADMINISTRATION/MANAGEMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,44262
CO,HEALTH AND MEDICAL ADMINISTRATIVE SERVICES,METROPOLITAN STATE UNIVERSITY OF DENVER,1,2004,44255
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,44254
CO,"MULTI/INTERDISCIPLINARY STUDIES, OTHER",UNIVERSITY OF NORTHERN COLORADO,10,2004,44244
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO MESA UNIVERSITY,5,2007,44234
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2001,44232
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS AT TYLER,1,2013,44223
TX,HISTORY,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,44218
TX,ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,44215
CO,ECONOMICS,UNIV OF COLORADO AT COLO SPRINGS,5,2007,44213
TX,MARKETING,UNIVERSITY OF TEXAS AT DALLAS,1,2013,44198
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - PAN AMERICAN,5,2004,44195
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",COLORADO STATE UNIVERSITY,5,1998,44192
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",FORT LEWIS COLLEGE,1,2010,44191
CO,DESIGN AND APPLIED ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,44190
TX,SOCIAL WORK,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,44184
CO,"BUSINESS/COMMERCE, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,1,2001,44173
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS-EL PASO,1,2001,44151
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,5,2004,44146
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,44146
TX,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2007,44144
CO,HISTORY,FORT LEWIS COLLEGE,10,2001,44130
CO,COMMUNICATION AND MEDIA STUDIES,UNIVERSITY OF NORTHERN COLORADO,5,2004,44108
CO,"COMPUTER AND INFORMATION SCIENCES, GENERAL",FORT LEWIS COLLEGE,1,2004,44102
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS AT TYLER,1,2013,44057
TX,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF TEXAS-EL PASO,5,2007,44049
TX,ACCOUNTING AND RELATED SERVICES,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2007,44048
CO,"BUSINESS/COMMERCE, GENERAL",FORT LEWIS COLLEGE,5,2007,44046
TX,MATHEMATICS,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2010,44039
CO,MICROBIOLOGICAL SCIENCES AND IMMUNOLOGY,COLORADO STATE UNIVERSITY,5,2007,44020
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-ARLINGTON,1,2007,44020
TX,HISTORY,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,44019
CO,FORESTRY,COLORADO STATE UNIVERSITY,10,2001,44017
TX,HISTORY,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2001,44011
CO,RHETORIC AND COMPOSITION/WRITING STUDIES,COLORADO STATE UNIVERSITY,5,2007,44005
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,43999
CO,ECONOMICS,COLORADO SCHOOL OF MINES,1,2001,43997
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,10,2001,43997
TX,MUSIC,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,43988
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2001,43982
TX,JOURNALISM,UNIVERSITY OF TEXAS-EL PASO,5,2007,43943
CO,FINE AND STUDIO ARTS,METROPOLITAN STATE UNIVERSITY OF DENVER,10,1998,43934
TX,MANAGEMENT INFORMATION SYSTEMS AND SERVICES,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,43933
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-ARLINGTON,1,2001,43924
TX,"SOCIAL SCIENCES, GENERAL",UNIVERSITY OF TEXAS - PAN AMERICAN,1,2007,43916
CO,FORESTRY,COLORADO STATE UNIVERSITY,5,2007,43903
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,43899
TX,HISTORY,UNIVERSITY OF TEXAS AT DALLAS,1,2013,43893
TX,INTERIOR ARCHITECTURE,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,43891
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,43880
CO,SOCIAL WORK,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,43878
CO,GEOGRAPHY AND CARTOGRAPHY,UNIVERSITY OF NORTHERN COLORADO,5,2007,43876
CO,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,43868
CO,JOURNALISM,COLORADO STATE UNIVERSITY,5,2001,43867
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF NORTHERN COLORADO,10,2004,43850
CO,PHYSICS,UNIVERSITY OF COLORADO-BOULDER,1,2007,43842
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2004,43841
CO,COMMUNICATION DISORDERS SCIENCES AND SERVICES,UNIVERSITY OF NORTHERN COLORADO,5,2007,43840
TX,CHEMISTRY,UNIVERSITY OF TEXAS-AUSTIN,1,2004,43834
CO,POLITICAL SCIENCE AND GOVERNMENT,METROPOLITAN STATE UNIVERSITY OF DENVER,5,2007,43827
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,43825
CO,LANDSCAPE ARCHITECTURE,COLORADO STATE UNIVERSITY,5,2007,43815
CO,APPLIED HORTICULTURE AND HORTICULTURAL BUSINESS SERVICES,COLORADO STATE UNIVERSITY,5,2001,43790
TX,"HUMAN DEVELOPMENT, FAMILY STUDIES, AND RELATED SERVICES",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2007,43783
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,5,2001,43768
TX,HEALTH AND PHYSICAL EDUCATION/FITNESS,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,43768
TX,"BUSINESS ADMINISTRATION, MANAGEMENT AND OPERATIONS",UNIVERSITY OF TEXAS-EL PASO,5,2007,43762
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2001,43752
CO,SOCIOLOGY,UNIVERSITY OF COLORADO DENVER,5,2007,43737
CO,APPAREL AND TEXTILES,COLORADO STATE UNIVERSITY,5,2004,43732
TX,MATHEMATICS,UNIVERSITY OF TEXAS - PAN AMERICAN,1,2004,43723
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-ARLINGTON,5,2007,43722
CO,SOCIOLOGY,FORT LEWIS COLLEGE,10,1998,43721
CO,SOCIOLOGY,COLORADO STATE UNIVERSITY-PUEBLO,10,2004,43719
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIV OF COLORADO AT COLO SPRINGS,5,1998,43717
CO,SOCIOLOGY,METROPOLITAN STATE UNIVERSITY OF DENVER,5,1998,43716
CO,DIETETICS AND CLINICAL NUTRITION SERVICES,COLORADO STATE UNIVERSITY,5,1998,43715
TX,HUMAN RESOURCES MANAGEMENT AND SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2001,43713
CO,POLITICAL SCIENCE AND GOVERNMENT,UNIVERSITY OF COLORADO DENVER,5,2004,43711
TX,"PUBLIC RELATIONS, ADVERTISING, AND APPLIED COMMUNICATION",UNIVERSITY OF TEXAS-AUSTIN,1,2013,43709
TX,HISTORY,UNIVERSITY OF TEXAS-EL PASO,1,2007,43706
TX,"BUSINESS/COMMERCE, GENERAL",UNIVERSITY OF TEXAS-SAN ANTONIO,1,2013,43704
CO,"ECOLOGY, EVOLUTION, SYSTEMATICS, AND POPULATION BIOLOGY",UNIVERSITY OF COLORADO-BOULDER,5,2007,43704
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS-SAN ANTONIO,5,2007,43702
TX,SOCIOLOGY,UNIVERSITY OF TEXAS-SAN ANTONIO,5,2004,43698
CO,SOCIOLOGY,UNIVERSITY OF NORTHERN COLORADO,5,1998,43695
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-SAN ANTONIO,1,2010,43685
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS-ARLINGTON,5,2001,43676
CO,NATURAL RESOURCES MANAGEMENT AND POLICY,COLORADO STATE UNIVERSITY,5,1998,43673
TX,FINE AND STUDIO ARTS,UNIVERSITY OF TEXAS - PAN AMERICAN,10,2001,43672
TX,CRIMINAL JUSTICE AND CORRECTIONS,UNIVERSITY OF TEXAS-ARLINGTON,1,2007,43670
CO,FISHING AND FISHERIES SCIENCES AND MANAGEMENT,COLORADO STATE UNIVERSITY,5,1998,43669
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS-ARLINGTON,1,2010,43664
TX,"ROMANCE LANGUAGES, LITERATURES, AND LINGUISTICS",UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,43661
CO,"ENGLISH LANGUAGE AND LITERATURE, GENERAL",UNIVERSITY OF COLORADO-BOULDER,5,1998,43660
TX,HISTORY,UNIVERSITY OF TEXAS - BROWNSVILLE,5,2004,43652
CO,BUSINESS/MANAGERIAL ECONOMICS,COLORADO STATE UNIVERSITY-PUEBLO,5,2004,43628
CO,"SOCIAL SCIENCES, GENERAL",COLORADO STATE UNIVERSITY - GLOBAL CAMPU,1,2013,43624
CO,NATURAL RESOURCES CONSERVATION AND RESEARCH,UNIVERSITY OF COLORADO-BOULDER,5,1998,43613
CO,"BIOLOGY, GENERAL",METROPOLITAN STATE UNIVERSITY OF DENVER,5,2001,43610
CO,ENGINEERING PHYSICS,COLORADO SCHOOL OF MINES,1,2013,43603
CO,ZOOLOGY/ANIMAL BIOLOGY,COLORADO STATE UNIVERSITY,5,1998,43591
TX,FINANCE AND FINANCIAL MANAGEMENT SERVICES,UNIVERSITY OF TEXAS - BROWNSVILLE,1,2001,43587
TX,CRIMINOLOGY,UNIVERSITY OF TEXAS-PERMIAN BASIN,5,2001,43584
TX,MATHEMATICS,UNIVERSITY OF TEXAS-ARLINGTON,1,2013,43577
TX,INTERNATIONAL BUSINESS,UNIVERSITY OF TEXAS AT DALLAS,1,2013,43568
CO,SOCIOLOGY,WESTERN STATE COLORADO UNIVERSITY,5,2004,43565
TX,"PSYCHOLOGY, GENERAL",UNIVERSITY OF TEXAS-EL PASO,5,2004,43531
CO,"PSYCHOLOGY, GENERAL",COLORADO STATE UNIVERSITY-PUEBLO,10,2004,43530
TX,MARKETING,UNIVERSITY OF TEXAS-PERMIAN BASIN,1,2010,43530
